# running on EPYC
# thread allocation policy: cores, spread
# max number of threads: 64
# m, n, k, time, gflops
10000,10000,10000,3.067371,652.024197
10000,10000,10000,3.096368,645.917962
10000,10000,10000,3.054566,654.757583

10000,10000,10000,2.541158,787.042639
10000,10000,10000,2.460581,812.816269
10000,10000,10000,2.520413,793.520878
10000,10000,10000,2.448647,816.777492
10000,10000,10000,2.494001,801.924241

