# running on EPYC
# thread allocation policy: cores, spread
# max number of threads: 64
# m, n, k, time, gflops
10000,10000,10000,1.462548,1367.476180
10000,10000,10000,1.473485,1357.325927
10000,10000,10000,1.456976,1372.706230

10000,10000,10000,1.536205,1301.909967
10000,10000,10000,1.570032,1273.859303
10000,10000,10000,1.534855,1303.055057
10000,10000,10000,1.533708,1304.029217
10000,10000,10000,1.544157,1295.205390

10000,10000,10000,1.660663,1204.337947
10000,10000,10000,1.662814,1202.780279
10000,10000,10000,1.666361,1200.220085
10000,10000,10000,1.672954,1195.489930
10000,10000,10000,1.678643,1191.438667

10000,10000,10000,1.458446,1371.322863
10000,10000,10000,1.457794,1371.935746
10000,10000,10000,1.468121,1362.285327
10000,10000,10000,1.472977,1357.794761
10000,10000,10000,1.462916,1367.132474

10000,10000,10000,1.474626,1356.276308
10000,10000,10000,1.471725,1358.949554
10000,10000,10000,1.492210,1340.294273
10000,10000,10000,1.486340,1345.587119
10000,10000,10000,1.474075,1356.783074

10000,10000,10000,1.684137,1187.551680
10000,10000,10000,1.682866,1188.448653
10000,10000,10000,1.687444,1185.224252
10000,10000,10000,1.676404,1193.030148
10000,10000,10000,1.682835,1188.470325

10000,10000,10000,1.490993,1341.387797
10000,10000,10000,1.482580,1349.000093
10000,10000,10000,1.483198,1348.437648
10000,10000,10000,1.492586,1339.956347
10000,10000,10000,1.480644,1350.763464

10000,10000,10000,1.487645,1344.406886
10000,10000,10000,1.491417,1341.006798
10000,10000,10000,1.482022,1349.507202
10000,10000,10000,1.493017,1339.569128
10000,10000,10000,1.491561,1340.876988

